Year,Country,Industry,Sector,Measure,Value
,,Non-Alcoholic Beverages,Hot Drinks,,8663.281838954275
,,Non-Alcoholic Beverages,Hot Drinks,,9518.874218126324
,,Non-Alcoholic Beverages,Hot Drinks,,10268.570199121463
,,Non-Alcoholic Beverages,Hot Drinks,,451.92440194013943
,,Non-Alcoholic Beverages,Hot Drinks,,517.2495775296826
,,Non-Alcoholic Beverages,Hot Drinks,,592.975272017133
,,Non-Alcoholic Beverages,Hot Drinks,,656.5275789908826
,,Non-Alcoholic Beverages,Hot Drinks,,711.9011491933023
,,Non-Alcoholic Beverages,Hot Drinks,,224.82681493761135
,,Non-Alcoholic Beverages,Hot Drinks,,229.10633250288086
,,Non-Alcoholic Beverages,Hot Drinks,,234.6993254540554
,,Non-Alcoholic Beverages,Hot Drinks,,239.61783462471732
,,Non-Alcoholic Beverages,Hot Drinks,,244.39899726764156
,,Non-Alcoholic Beverages,Hot Drinks,,5.53575040999973
,,Non-Alcoholic Beverages,Hot Drinks,,5.65029314073402
,,Non-Alcoholic Beverages,Hot Drinks,,5.77319493130577
,,Non-Alcoholic Beverages,Hot Drinks,,5.88641193505804
,,Non-Alcoholic Beverages,Hot Drinks,,6.00383694072446
,,Non-Alcoholic Beverages,Hot Drinks,,22076.114726354306
,,Non-Alcoholic Beverages,Hot Drinks,,22637.13292275334
,,Non-Alcoholic Beverages,Hot Drinks,,23143.978498580655
,,Non-Alcoholic Beverages,Hot Drinks,,23885.279318589015
,,Non-Alcoholic Beverages,Hot Drinks,,24603.0030663188
,,Non-Alcoholic Beverages,Hot Drinks,,1586.961721904652
,,Non-Alcoholic Beverages,Hot Drinks,,1627.8918135567192
,,Non-Alcoholic Beverages,Hot Drinks,,1664.0500450116554
,,Non-Alcoholic Beverages,Hot Drinks,,1719.4780372249188
,,Non-Alcoholic Beverages,Hot Drinks,,1771.3628089046385
,,Non-Alcoholic Beverages,Hot Drinks,,2440.445957764753
,,Non-Alcoholic Beverages,Hot Drinks,,2459.0938097200224
,,Non-Alcoholic Beverages,Hot Drinks,,2485.573191960175
,,Non-Alcoholic Beverages,Hot Drinks,,2509.5860750909383
,,Non-Alcoholic Beverages,Hot Drinks,,2529.188216010268
,,Non-Alcoholic Beverages,Hot Drinks,,54.20560860518198
,,Non-Alcoholic Beverages,Hot Drinks,,54.61028618206244
,,Non-Alcoholic Beverages,Hot Drinks,,55.10003180899973
,,Non-Alcoholic Beverages,Hot Drinks,,55.53284697720368
,,Non-Alcoholic Beverages,Hot Drinks,,55.93592614385587
,,Non-Alcoholic Beverages,Hot Drinks,,5921.631653465286
,,Non-Alcoholic Beverages,Hot Drinks,,6410.2773577164235
,,Non-Alcoholic Beverages,Hot Drinks,,6765.559906641727
,,Non-Alcoholic Beverages,Hot Drinks,,7309.052693669194
,,Non-Alcoholic Beverages,Hot Drinks,,8052.929410696206
,,Non-Alcoholic Beverages,Hot Drinks,,166.19627710901165
,,Non-Alcoholic Beverages,Hot Drinks,,176.61849786055407
,,Non-Alcoholic Beverages,Hot Drinks,,185.66090972383276
,,Non-Alcoholic Beverages,Hot Drinks,,198.21082023133386
,,Non-Alcoholic Beverages,Hot Drinks,,212.1739802386616
,,Non-Alcoholic Beverages,Hot Drinks,,564.7964522777639
,,Non-Alcoholic Beverages,Hot Drinks,,581.7449058186219
,,Non-Alcoholic Beverages,Hot Drinks,,595.3343537282195
,,Non-Alcoholic Beverages,Hot Drinks,,610.2611130499761
,,Non-Alcoholic Beverages,Hot Drinks,,622.6949353122462
,,Non-Alcoholic Beverages,Hot Drinks,,17.84806417468318
,,Non-Alcoholic Beverages,Hot Drinks,,18.39922012814401
,,Non-Alcoholic Beverages,Hot Drinks,,18.83964958675057
,,Non-Alcoholic Beverages,Hot Drinks,,19.20537767446553
,,Non-Alcoholic Beverages,Hot Drinks,,19.67269668636995
,,Non-Alcoholic Beverages,Hot Drinks,,1147.8412277917362
,,Non-Alcoholic Beverages,Hot Drinks,,1160.1325182415155
,,Non-Alcoholic Beverages,Hot Drinks,,1173.204398949909
,,Non-Alcoholic Beverages,Hot Drinks,,1180.9332549090363
,,Non-Alcoholic Beverages,Hot Drinks,,1193.3516221430243
,,Non-Alcoholic Beverages,Hot Drinks,,11.18450711534858
,,Non-Alcoholic Beverages,Hot Drinks,,11.30038610821045
,,Non-Alcoholic Beverages,Hot Drinks,,11.42177921966541
,,Non-Alcoholic Beverages,Hot Drinks,,11.49832087058806
,,Non-Alcoholic Beverages,Hot Drinks,,11.61295103976671
,,Non-Alcoholic Beverages,Hot Drinks,,806.223420282798
,,Non-Alcoholic Beverages,Hot Drinks,,821.0133399677309
,,Non-Alcoholic Beverages,Hot Drinks,,831.6656400844334
,,Non-Alcoholic Beverages,Hot Drinks,,842.4353668501591
,,Non-Alcoholic Beverages,Hot Drinks,,852.3825545166708
,,Non-Alcoholic Beverages,Hot Drinks,,16.14003682625637
,,Non-Alcoholic Beverages,Hot Drinks,,16.4254901273
,,Non-Alcoholic Beverages,Hot Drinks,,16.71222626723635
,,Non-Alcoholic Beverages,Hot Drinks,,16.94746487785169
,,Non-Alcoholic Beverages,Hot Drinks,,17.17418554964173
,,Non-Alcoholic Beverages,Hot Drinks,,1668.9805874519482
,,Non-Alcoholic Beverages,Hot Drinks,,1697.1519667337932
,,Non-Alcoholic Beverages,Hot Drinks,,1739.8879242655637
,,Non-Alcoholic Beverages,Hot Drinks,,1792.784356568787
,,Non-Alcoholic Beverages,Hot Drinks,,1828.105202415127
,,Non-Alcoholic Beverages,Hot Drinks,,32.56904405130063
,,Non-Alcoholic Beverages,Hot Drinks,,33.3637968729564
,,Non-Alcoholic Beverages,Hot Drinks,,34.20242608679681
,,Non-Alcoholic Beverages,Hot Drinks,,35.18275963933585
,,Non-Alcoholic Beverages,Hot Drinks,,36.03603886738417
,,Non-Alcoholic Beverages,Hot Drinks,,3144.3687997124985
,,Non-Alcoholic Beverages,Hot Drinks,,3188.1556395814628
,,Non-Alcoholic Beverages,Hot Drinks,,3261.2256040121856
,,Non-Alcoholic Beverages,Hot Drinks,,3349.600548918589
,,Non-Alcoholic Beverages,Hot Drinks,,3414.0411259138514
,,Non-Alcoholic Beverages,Hot Drinks,,39.01250253230467
,,Non-Alcoholic Beverages,Hot Drinks,,39.76431975561096
,,Non-Alcoholic Beverages,Hot Drinks,,40.75684939954441
,,Non-Alcoholic Beverages,Hot Drinks,,41.88407526492477
,,Non-Alcoholic Beverages,Hot Drinks,,43.06624945665721
,,Non-Alcoholic Beverages,Hot Drinks,,11011.211297224714
,,Non-Alcoholic Beverages,Hot Drinks,,11266.19798759606
,,Non-Alcoholic Beverages,Hot Drinks,,11466.5072853179
,,Non-Alcoholic Beverages,Hot Drinks,,11757.806998295291
,,Non-Alcoholic Beverages,Hot Drinks,,12008.40408721033
,,Non-Alcoholic Beverages,Hot Drinks,,146.9516141334356
,,Non-Alcoholic Beverages,Hot Drinks,,150.53702328093772
,,Non-Alcoholic Beverages,Hot Drinks,,153.38919162111662
,,Non-Alcoholic Beverages,Hot Drinks,,157.49117270176427
,,Non-Alcoholic Beverages,Hot Drinks,,160.98493033657152
,,Non-Alcoholic Beverages,Hot Drinks,,1880.7364921211058
,,Non-Alcoholic Beverages,Hot Drinks,,1913.6070967996754
,,Non-Alcoholic Beverages,Hot Drinks,,1942.9171351600248
,,Non-Alcoholic Beverages,Hot Drinks,,1963.6440381947364
,,Non-Alcoholic Beverages,Hot Drinks,,1990.95770390482
,,Non-Alcoholic Beverages,Hot Drinks,,58.03314703894674
,,Non-Alcoholic Beverages,Hot Drinks,,59.08400421576809
,,Non-Alcoholic Beverages,Hot Drinks,,59.94895314034979
,,Non-Alcoholic Beverages,Hot Drinks,,60.54408730903805
,,Non-Alcoholic Beverages,Hot Drinks,,61.37180413923325
,,Non-Alcoholic Beverages,Hot Drinks,,1794.931396911892
,,Non-Alcoholic Beverages,Hot Drinks,,1865.7797821388926
,,Non-Alcoholic Beverages,Hot Drinks,,1924.78918960368
,,Non-Alcoholic Beverages,Hot Drinks,,1985.1232176070125
,,Non-Alcoholic Beverages,Hot Drinks,,2045.1645446478801
,,Non-Alcoholic Beverages,Hot Drinks,,20.58053789387397
,,Non-Alcoholic Beverages,Hot Drinks,,21.26006165273083
,,Non-Alcoholic Beverages,Hot Drinks,,21.83891045061814
,,Non-Alcoholic Beverages,Hot Drinks,,22.40790924071669
,,Non-Alcoholic Beverages,Hot Drinks,,22.99618209292797
,,Non-Alcoholic Beverages,Hot Drinks,,934.4935169588912
,,Non-Alcoholic Beverages,Hot Drinks,,942.4071325294605
,,Non-Alcoholic Beverages,Hot Drinks,,949.4378224069503
,,Non-Alcoholic Beverages,Hot Drinks,,956.6702726654615
,,Non-Alcoholic Beverages,Hot Drinks,,962.9345973495914
,,Non-Alcoholic Beverages,Hot Drinks,,44.02593642086899
,,Non-Alcoholic Beverages,Hot Drinks,,44.43633262430884
,,Non-Alcoholic Beverages,Hot Drinks,,44.77453408183573
,,Non-Alcoholic Beverages,Hot Drinks,,45.12968940042362
,,Non-Alcoholic Beverages,Hot Drinks,,45.43004450843781
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,19.23301024209543
,,,Beans & Pulses,,19.48994856759812
,,,Beans & Pulses,,19.62882537205806
,,,Beans & Pulses,,19.81025117939687
,,,Beans & Pulses,,19.97391700345981
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,39.318001588
,,,Beans & Pulses,,41.133014219
,,,Beans & Pulses,,42.239057071
,,,Beans & Pulses,,43.396693936
,,,Beans & Pulses,,44.65500368821738
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,2139.2447341759676
,,,Beans & Pulses,,2199.94866299109
,,,Beans & Pulses,,2226.6188242293465
,,,Beans & Pulses,,2246.701398420826
,,,Beans & Pulses,,2264.836460782929
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,39.04479149
,,,Beans & Pulses,,39.649028568
,,,Beans & Pulses,,39.97371025154504
,,,Beans & Pulses,,40.29093610336366
,,,Beans & Pulses,,40.65274910506557
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,137.64259079301092
,,,Beans & Pulses,,139.34948132165218
,,,Beans & Pulses,,140.85440724668854
,,,Beans & Pulses,,141.9424557579543
,,,Beans & Pulses,,142.84624598129204
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,14.19740558999483
,,,Beans & Pulses,,14.24316793442667
,,,Beans & Pulses,,14.29146546573828
,,,Beans & Pulses,,14.34258705432547
,,,Beans & Pulses,,14.36592084268705
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,20.710358528
,,,Beans & Pulses,,20.835003087
,,,Beans & Pulses,,20.918179806
,,,Beans & Pulses,,21.059565479
,,,Beans & Pulses,,21.19868962896761
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,23.85565911198209
,,,Beans & Pulses,,24.7572815041451
,,,Beans & Pulses,,25.10923208049837
,,,Beans & Pulses,,25.42918677421901
,,,Beans & Pulses,,25.7282683004647
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,62.6962708377259
,,,Beans & Pulses,,66.21569907416654
,,,Beans & Pulses,,67.38061540976592
,,,Beans & Pulses,,68.78561524350538
,,,Beans & Pulses,,69.86493124420451
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,23.23561137422739
,,,Beans & Pulses,,25.29980680846354
,,,Beans & Pulses,,25.54544404459986
,,,Beans & Pulses,,26.15454638323371
,,,Beans & Pulses,,26.83102399505246
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,807.7529702520001
,,,Beans & Pulses,,823.905072919
,,,Beans & Pulses,,844.3639623380001
,,,Beans & Pulses,,850.8016606306136
,,,Beans & Pulses,,861.1086548622998
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,23.175211490763
,,,Beans & Pulses,,23.62646892545302
,,,Beans & Pulses,,23.93632008142296
,,,Beans & Pulses,,24.46471209241761
,,,Beans & Pulses,,24.80806519610628
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,64.52368721652445
,,,Beans & Pulses,,65.74495982901574
,,,Beans & Pulses,,66.46592682841438
,,,Beans & Pulses,,66.9686951863229
,,,Beans & Pulses,,67.77415005032306
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,-
,,,Beans & Pulses,,7.76930604675826
,,,Beans & Pulses,,7.97696342890226
,,,Beans & Pulses,,8.12095667147241
,,,Beans & Pulses,,8.23935024251467
,,,Beans & Pulses,,8.36933617888407
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,122.99984780374173
,,,Confectionery,,122.78523801595477
,,,Confectionery,,123.13582007820816
,,,Confectionery,,123.25236558658973
,,,Confectionery,,123.97680563043144
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,24.70364502585263
,,,Confectionery,,25.06190889922755
,,,Confectionery,,25.39954015771432
,,,Confectionery,,25.72706825792958
,,,Confectionery,,26.05981646690402
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,606.1552829082966
,,,Confectionery,,618.2500265556887
,,,Confectionery,,627.7281009425719
,,,Confectionery,,636.4018826863577
,,,Confectionery,,644.7008960720257
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,91.82209439325894
,,,Confectionery,,93.9963893329878
,,,Confectionery,,95.90170826331472
,,,Confectionery,,97.76575487506696
,,,Confectionery,,99.59182369517104
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,56.9124535770782
,,,Confectionery,,57.89772448851604
,,,Confectionery,,58.82379242612078
,,,Confectionery,,59.76836976081956
,,,Confectionery,,60.69007670809433
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,11.32796182362307
,,,Confectionery,,11.54135323427663
,,,Confectionery,,11.73207795594418
,,,Confectionery,,11.90498503376699
,,,Confectionery,,12.05669430307544
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,20.86763082145655
,,,Confectionery,,21.03800467859229
,,,Confectionery,,21.20660128632597
,,,Confectionery,,21.37892063287686
,,,Confectionery,,21.55478003640095
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,13.43103971087721
,,,Confectionery,,13.71955392290011
,,,Confectionery,,13.97888270372103
,,,Confectionery,,14.24669603097017
,,,Confectionery,,14.49784699510096
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,43.11615375039577
,,,Confectionery,,44.4017988528574
,,,Confectionery,,45.41761257160175
,,,Confectionery,,46.26039647679993
,,,Confectionery,,46.92514634222425
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,9.28239816077892
,,,Confectionery,,9.47491682404048
,,,Confectionery,,9.67067549154074
,,,Confectionery,,9.86020320176684
,,,Confectionery,,10.04437767978884
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,362.98399177839394
,,,Confectionery,,370.8826511330813
,,,Confectionery,,379.2855016907135
,,,Confectionery,,387.29586452327885
,,,Confectionery,,394.81371201686557
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,1.87325633953972
,,,Confectionery,,1.90296622434699
,,,Confectionery,,1.92887125176661
,,,Confectionery,,1.95260544185206
,,,Confectionery,,1.9753034492813
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,49.30266384557976
,,,Confectionery,,50.3631872204148
,,,Confectionery,,51.19514837267004
,,,Confectionery,,51.92390122724889
,,,Confectionery,,52.76176823593594
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,-
,,,Confectionery,,9.54650428209066
,,,Confectionery,,9.64894938098803
,,,Confectionery,,9.73458265191863
,,,Confectionery,,9.80583915585071
,,,Confectionery,,9.86910799013413
,,,Dairy & Soy Food,,1079.13357344892
,,,Dairy & Soy Food,,1084.4874174137217
,,,Dairy & Soy Food,,1091.0230409348392
,,,Dairy & Soy Food,,1094.8647810338725
,,,Dairy & Soy Food,,1098.165112022697
,,,Dairy & Soy Food,,1564.1959716375363
,,,Dairy & Soy Food,,1570.252109845983
,,,Dairy & Soy Food,,1577.2203630562558
,,,Dairy & Soy Food,,1581.9340295111056
,,,Dairy & Soy Food,,1585.61642102193
,,,Dairy & Soy Food,,357.8393173732541
,,,Dairy & Soy Food,,359.5539756463472
,,,Dairy & Soy Food,,361.03799969723934
,,,Dairy & Soy Food,,361.9975288483068
,,,Dairy & Soy Food,,372.28790923939505
,,,Dairy & Soy Food,,383.48214380415027
,,,Dairy & Soy Food,,385.1899884073383
,,,Dairy & Soy Food,,386.66572873561984
,,,Dairy & Soy Food,,387.77158362573596
,,,Dairy & Soy Food,,397.8481273737023
,,,Dairy & Soy Food,,9140.061966782576
,,,Dairy & Soy Food,,9162.2477926663
,,,Dairy & Soy Food,,9171.248517026905
,,,Dairy & Soy Food,,9163.379751794351
,,,Dairy & Soy Food,,9162.249149331154
,,,Dairy & Soy Food,,9202.701619739657
,,,Dairy & Soy Food,,9269.70731729201
,,,Dairy & Soy Food,,9324.091947856037
,,,Dairy & Soy Food,,9361.362623760375
,,,Dairy & Soy Food,,9385.85996608826
,,,Dairy & Soy Food,,842.6279010640613
,,,Dairy & Soy Food,,842.8513524151485
,,,Dairy & Soy Food,,847.65470914063
,,,Dairy & Soy Food,,855.2084752548911
,,,Dairy & Soy Food,,865.0730668649704
,,,Dairy & Soy Food,,1044.399951662126
,,,Dairy & Soy Food,,1052.4248325605572
,,,Dairy & Soy Food,,1065.332216382285
,,,Dairy & Soy Food,,1077.7017026442934
,,,Dairy & Soy Food,,1091.9159323176248
,,,Dairy & Soy Food,,1672.8792078039692
,,,Dairy & Soy Food,,1681.710126052241
,,,Dairy & Soy Food,,1691.2894335276403
,,,Dairy & Soy Food,,1699.0044651079422
,,,Dairy & Soy Food,,1705.6305584198922
,,,Dairy & Soy Food,,1669.265722605407
,,,Dairy & Soy Food,,1681.6031016421841
,,,Dairy & Soy Food,,1694.7175817177333
,,,Dairy & Soy Food,,1705.7154834020123
,,,Dairy & Soy Food,,1715.2499629189942
,,,Dairy & Soy Food,,422.341082880722
,,,Dairy & Soy Food,,424.65374220309633
,,,Dairy & Soy Food,,426.4476510789509
,,,Dairy & Soy Food,,427.745160715092
,,,Dairy & Soy Food,,429.224691448918
,,,Dairy & Soy Food,,379.04671540733295
,,,Dairy & Soy Food,,381.15375967278743
,,,Dairy & Soy Food,,382.74752524859474
,,,Dairy & Soy Food,,383.86948302466317
,,,Dairy & Soy Food,,385.04206764812767
,,,Dairy & Soy Food,,608.6268155799996
,,,Dairy & Soy Food,,610.0231837165574
,,,Dairy & Soy Food,,611.0315744922982
,,,Dairy & Soy Food,,611.8379293175769
,,,Dairy & Soy Food,,612.3393455653895
,,,Dairy & Soy Food,,630.2778711315559
,,,Dairy & Soy Food,,632.5127825337206
,,,Dairy & Soy Food,,634.1742635633703
,,,Dairy & Soy Food,,635.5205542934668
,,,Dairy & Soy Food,,636.458593116689
,,,Dairy & Soy Food,,204.3451168408281
,,,Dairy & Soy Food,,204.61593249889745
,,,Dairy & Soy Food,,205.13887467473967
,,,Dairy & Soy Food,,205.71842061431425
,,,Dairy & Soy Food,,206.4534420208706
,,,Dairy & Soy Food,,119.71102654810525
,,,Dairy & Soy Food,,119.96359969414277
,,,Dairy & Soy Food,,120.44237450054165
,,,Dairy & Soy Food,,120.96218348684225
,,,Dairy & Soy Food,,121.60683848920851
,,,Dairy & Soy Food,,519.5223557805688
,,,Dairy & Soy Food,,520.2674438446679
,,,Dairy & Soy Food,,520.8011141055091
,,,Dairy & Soy Food,,521.1850956183962
,,,Dairy & Soy Food,,521.5753112563502
,,,Dairy & Soy Food,,540.8401068629619
,,,Dairy & Soy Food,,541.6369239407433
,,,Dairy & Soy Food,,542.1088961213668
,,,Dairy & Soy Food,,542.4545024087741
,,,Dairy & Soy Food,,542.6975831015616
,,,Dairy & Soy Food,,204.8535539988005
,,,Dairy & Soy Food,,204.9930278332385
,,,Dairy & Soy Food,,205.09241063773672
,,,Dairy & Soy Food,,205.24028189375557
,,,Dairy & Soy Food,,205.3509128510023
,,,Dairy & Soy Food,,182.72390598548458
,,,Dairy & Soy Food,,182.84346701969068
,,,Dairy & Soy Food,,182.9349595500245
,,,Dairy & Soy Food,,183.0805134576893
,,,Dairy & Soy Food,,183.19096033490257
,,,Dairy & Soy Food,,6727.681964983047
,,,Dairy & Soy Food,,6772.3558729416845
,,,Dairy & Soy Food,,6818.705325547883
,,,Dairy & Soy Food,,6865.570920798945
,,,Dairy & Soy Food,,6914.357450523916
,,,Dairy & Soy Food,,7101.360962886711
,,,Dairy & Soy Food,,7160.940649066309
,,,Dairy & Soy Food,,7220.599580358514
,,,Dairy & Soy Food,,7278.02122207
,,,Dairy & Soy Food,,7336.308768590687
,,,Dairy & Soy Food,,455.21817698513996
,,,Dairy & Soy Food,,458.99985707210305
,,,Dairy & Soy Food,,462.81062956091273
,,,Dairy & Soy Food,,466.17052989100347
,,,Dairy & Soy Food,,469.3598991086832
,,,Dairy & Soy Food,,444.4095663358982
,,,Dairy & Soy Food,,448.2496665050805
,,,Dairy & Soy Food,,452.1131897965204
,,,Dairy & Soy Food,,455.4090004784576
,,,Dairy & Soy Food,,458.3726213531242
,,,Dairy & Soy Food,,217.2945497018363
,,,Dairy & Soy Food,,219.36030709052707
,,,Dairy & Soy Food,,221.9022145571061
,,,Dairy & Soy Food,,223.726827116969
,,,Dairy & Soy Food,,225.93218839452658
,,,Dairy & Soy Food,,317.61336417412883
,,,Dairy & Soy Food,,320.0012211426954
,,,Dairy & Soy Food,,323.0311156876672
,,,Dairy & Soy Food,,325.50178611758764
,,,Dairy & Soy Food,,328.7088402752137
,,,Dairy & Soy Food,,208.90416443300919
,,,Dairy & Soy Food,,209.00238842855484
,,,Dairy & Soy Food,,209.0732237508611
,,,Dairy & Soy Food,,209.1255567423054
,,,Dairy & Soy Food,,209.20727683504268
,,,Dairy & Soy Food,,270.69019915463986
,,,Dairy & Soy Food,,271.2107348828968
,,,Dairy & Soy Food,,271.6158894875782
,,,Dairy & Soy Food,,271.9424415261742
,,,Dairy & Soy Food,,272.24011639354467
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,209.79249687510108
,,,Fish & Seafood,,211.49716153676266
,,,Fish & Seafood,,213.08548605562638
,,,Fish & Seafood,,214.28147811655697
,,,Fish & Seafood,,215.6771784886657
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,23.62060570983979
,,,Fish & Seafood,,24.78288458877574
,,,Fish & Seafood,,25.5099819472121
,,,Fish & Seafood,,26.24040580623569
,,,Fish & Seafood,,27.038262413964
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,712.1037784392867
,,,Fish & Seafood,,724.702394396094
,,,Fish & Seafood,,736.8620513610568
,,,Fish & Seafood,,748.2715000369318
,,,Fish & Seafood,,759.296973315668
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,151.1517268859834
,,,Fish & Seafood,,154.01432151171684
,,,Fish & Seafood,,155.32604605646412
,,,Fish & Seafood,,156.20252282797262
,,,Fish & Seafood,,158.05454300662728
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,115.30546156307415
,,,Fish & Seafood,,119.7620703322688
,,,Fish & Seafood,,124.84593293956107
,,,Fish & Seafood,,127.59485606526663
,,,Fish & Seafood,,130.00831873030216
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,34.02697636206726
,,,Fish & Seafood,,34.75780898701958
,,,Fish & Seafood,,35.38637211963114
,,,Fish & Seafood,,36.20549659238951
,,,Fish & Seafood,,36.94721893275424
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,117.47795306776501
,,,Fish & Seafood,,118.47044672665042
,,,Fish & Seafood,,119.87140324915246
,,,Fish & Seafood,,121.17352272709772
,,,Fish & Seafood,,121.91267273229742
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,24.04472986628845
,,,Fish & Seafood,,24.62870030950575
,,,Fish & Seafood,,24.91081442031178
,,,Fish & Seafood,,25.24244842153601
,,,Fish & Seafood,,25.56387051168325
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,-
,,,Fish & Seafood,,10.38371302247522
,,,Fish & Seafood,,10.59059940959866
